Token Mapping Log for bert-base-chinese
Total BERT Tokens: 11466
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  194 | NOTE_ON_82    |   37.50% |        65820 | 締          | 37.50% |         77
  195 | NOTE_OFF_82   |   38.07% |        65820 | ##ive      | 38.07% |         74
  196 | NOTE_ON_49    |   38.64% |        63822 | 釐          | 38.64% |         71
  197 | NOTE_OFF_49   |   39.20% |        63822 | ##ment     | 39.20% |         69
  198 | NOTE_ON_84    |   39.77% |        60671 | 惩          | 39.77% |         66
  199 | NOTE_OFF_84   |   40.34% |        60671 | ##85       | 40.34% |         63
  200 | NOTE_ON_45    |   40.91% |        59781 | 耆          | 40.91% |         62
  201 | NOTE_OFF_45   |   41.48% |        59781 | 龚          | 41.48% |         60
  202 | NOTE_ON_83    |   42.05% |        58651 | ##tions    | 42.05% |         57
  203 | NOTE_OFF_83   |   42.61% |        58651 | hu         | 42.61% |         55
  204 | NOTE_ON_46    |   43.18% |        57611 | data       | 43.18% |         53
  205 | NOTE_OFF_46   |   43.75% |        57611 | 鑒          | 43.75% |         50
  206 | NOTE_ON_47    |   44.32% |        56740 | 逗          | 44.32% |         48
  207 | NOTE_OFF_47   |   44.89% |        56740 | car        | 44.89% |         47
  208 | NOTE_ON_43    |   45.45% |        54980 | 酿          | 45.46% |         45
  209 | NOTE_OFF_43   |   46.02% |        54980 | 瞞          | 46.02% |         43
  210 | NOTE_ON_86    |   46.59% |        49666 | 漲          | 46.59% |         42
  211 | NOTE_OFF_86   |   47.16% |        49666 | 摻          | 47.16% |         41
  212 | NOTE_ON_44    |   47.73% |        49438 | 271        | 47.72% |         39
  213 | NOTE_OFF_44   |   48.30% |        49438 | 贖          | 48.30% |         38
  214 | NOTE_ON_85    |   48.86% |        47421 | 捏          | 48.87% |         37
  215 | NOTE_OFF_85   |   49.43% |        47421 | 酵          | 49.43% |         35
  216 | NOTE_ON_41    |   50.00% |        42115 | 証          | 50.00% |         34
  217 | NOTE_OFF_41   |   50.57% |        42115 | nu         | 50.57% |         33
  218 | NOTE_ON_87    |   51.14% |        42012 | タ          | 51.13% |         32
  219 | NOTE_OFF_87   |   51.70% |        42012 | 328        | 51.70% |         31
  220 | NOTE_ON_88    |   52.27% |        38677 | ＜          | 52.28% |         30
  221 | NOTE_OFF_88   |   52.84% |        38677 | mm         | 52.84% |         29
  222 | NOTE_ON_42    |   53.41% |        34174 | 諺          | 53.41% |         28
  223 | NOTE_OFF_42   |   53.98% |        34174 | 憐          | 53.98% |         27
  224 | NOTE_ON_89    |   54.55% |        33893 | video      | 54.54% |         26
  225 | NOTE_OFF_89   |   55.11% |        33893 | 鷲          | 55.11% |         25
  226 | NOTE_ON_40    |   55.68% |        33516 | 颍          | 55.68% |         25
  227 | NOTE_OFF_40   |   56.25% |        33516 | 358        | 56.25% |         24
  228 | NOTE_ON_36    |   56.82% |        30616 | 揽          | 56.82% |         23
  229 | NOTE_OFF_36   |   57.39% |        30616 | 睪          | 57.39% |         23
  230 | NOTE_ON_39    |   57.95% |        30324 | ##ou       | 57.95% |         22
  231 | NOTE_OFF_39   |   58.52% |        30324 | 760        | 58.52% |         21
  232 | NOTE_ON_38    |   59.09% |        29290 | 399        | 59.09% |         20
  233 | NOTE_OFF_38   |   59.66% |        29290 | 瞰          | 59.66% |         20
  234 | NOTE_ON_91    |   60.23% |        25666 | 曠          | 60.23% |         19
  235 | NOTE_OFF_91   |   60.80% |        25666 | 敎          | 60.80% |         19
  236 | NOTE_ON_90    |   61.36% |        25490 | ##っ        | 61.36% |         18
  237 | NOTE_OFF_90   |   61.93% |        25490 | 蓁          | 61.93% |         18
  238 | NOTE_ON_37    |   62.50% |        24974 | ##yan      | 62.50% |         17
  239 | NOTE_OFF_37   |   63.07% |        24974 | 绛          | 63.06% |         17
  240 | NOTE_ON_92    |   63.64% |        22391 | 鑣          | 63.64% |         16
  241 | NOTE_OFF_92   |   64.20% |        22391 | 俨          | 64.21% |         16
  242 | NOTE_ON_33    |   64.77% |        20509 | esp        | 64.77% |         15
  243 | NOTE_OFF_33   |   65.34% |        20509 | 赈          | 65.34% |         15
  244 | NOTE_ON_93    |   65.91% |        19149 | eq         | 65.91% |         14
  245 | NOTE_OFF_93   |   66.48% |        19149 | 糠          | 66.47% |         14
  246 | NOTE_ON_35    |   67.05% |        18470 | 帚          | 67.04% |         13
  247 | NOTE_OFF_35   |   67.61% |        18470 | 駅          | 67.62% |         13
  248 | NOTE_ON_34    |   68.18% |        18426 | 020        | 68.18% |         12
  249 | NOTE_OFF_34   |   68.75% |        18426 | 瘴          | 68.75% |         12
  250 | NOTE_ON_94    |   69.32% |        17062 | ##ings     | 69.32% |         12
  251 | NOTE_OFF_94   |   69.89% |        17062 | service    | 69.88% |         11
  252 | NOTE_ON_32    |   70.45% |        14373 | ##are      | 70.45% |         11
  253 | NOTE_OFF_32   |   71.02% |        14373 | 坯          | 71.02% |         11
  254 | NOTE_ON_31    |   71.59% |        12965 | 呐          | 71.59% |         10
  255 | NOTE_OFF_31   |   72.16% |        12965 | talk       | 72.16% |         10
