Token Mapping Log for bert-base-multilingual-cased
Total BERT Tokens: 62978
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  222 | NOTE_ON_42    |   53.41% |        34174 | má         | 53.41% |        112
  223 | NOTE_OFF_42   |   53.98% |        34174 | Krüger     | 53.98% |        109
  224 | NOTE_ON_89    |   54.55% |        33893 | ##vila     | 54.55% |        106
  225 | NOTE_OFF_89   |   55.11% |        33893 | merely     | 55.11% |        102
  226 | NOTE_ON_40    |   55.68% |        33516 | ng         | 55.68% |         99
  227 | NOTE_OFF_40   |   56.25% |        33516 | Atkins     | 56.25% |         96
  228 | NOTE_ON_36    |   56.82% |        30616 | Gastropoda | 56.82% |         93
  229 | NOTE_OFF_36   |   57.39% |        30616 | ##giers    | 57.39% |         90
  230 | NOTE_ON_39    |   57.95% |        30324 | ##orter    | 57.96% |         87
  231 | NOTE_OFF_39   |   58.52% |        30324 | 292        | 58.52% |         84
  232 | NOTE_ON_38    |   59.09% |        29290 | Francesc   | 59.09% |         81
  233 | NOTE_OFF_38   |   59.66% |        29290 | Zeus       | 59.66% |         78
  234 | NOTE_ON_91    |   60.23% |        25666 | ##ulose    | 60.23% |         75
  235 | NOTE_OFF_91   |   60.80% |        25666 | ##ionar    | 60.80% |         72
  236 | NOTE_ON_90    |   61.36% |        25490 | Alvarez    | 61.36% |         69
  237 | NOTE_OFF_90   |   61.93% |        25490 | hivern     | 61.93% |         66
  238 | NOTE_ON_37    |   62.50% |        24974 | significativa | 62.50% |         63
  239 | NOTE_OFF_37   |   63.07% |        24974 | trataba    | 63.07% |         60
  240 | NOTE_ON_92    |   63.64% |        22391 | ##erata    | 63.64% |         57
  241 | NOTE_OFF_92   |   64.20% |        22391 | Diaries    | 64.20% |         54
  242 | NOTE_ON_33    |   64.77% |        20509 | extremos   | 64.77% |         52
  243 | NOTE_OFF_33   |   65.34% |        20509 | 019        | 65.34% |         49
  244 | NOTE_ON_93    |   65.91% |        19149 | ##ldre     | 65.91% |         46
  245 | NOTE_OFF_93   |   66.48% |        19149 | 1304       | 66.48% |         43
  246 | NOTE_ON_35    |   67.05% |        18470 | ##klat     | 67.05% |         41
  247 | NOTE_OFF_35   |   67.61% |        18470 | puta       | 67.61% |         38
  248 | NOTE_ON_34    |   68.18% |        18426 | ##šť       | 68.18% |         35
  249 | NOTE_OFF_34   |   68.75% |        18426 | 043        | 68.75% |         32
  250 | NOTE_ON_94    |   69.32% |        17062 | ##āja      | 69.32% |         29
  251 | NOTE_OFF_94   |   69.89% |        17062 | 773        | 69.89% |         26
  252 | NOTE_ON_32    |   70.45% |        14373 | Banjar     | 70.45% |         24
  253 | NOTE_OFF_32   |   71.02% |        14373 | dör        | 71.02% |         21
  254 | NOTE_ON_31    |   71.59% |        12965 | ##ων       | 71.59% |         19
  255 | NOTE_OFF_31   |   72.16% |        12965 | ##kalla    | 72.16% |         17
