Token Mapping Log for neulab_codebert-python
Total BERT Tokens: 18226
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  158 | NOTE_ON_71    |   17.05% |       116588 | CC         | 17.05% |         35
  159 | NOTE_OFF_71   |   17.61% |       116588 | quer       | 17.61% |         33
  160 | NOTE_ON_66    |   18.18% |       116410 | archy      | 18.18% |         32
  161 | NOTE_OFF_66   |   18.75% |       116410 | Ġstation   | 18.75% |         31
  162 | NOTE_ON_59    |   19.32% |       114567 | TS         | 19.32% |         29
  163 | NOTE_OFF_59   |   19.89% |       114567 | blocks     | 19.88% |         28
  164 | NOTE_ON_73    |   20.45% |       113463 | SET        | 20.45% |         27
  165 | NOTE_OFF_73   |   21.02% |       113463 | Ġlinear    | 21.02% |         26
  166 | NOTE_ON_76    |   21.59% |       109753 | ı          | 21.59% |         25
  167 | NOTE_OFF_76   |   22.16% |       109753 | BL         | 22.16% |         24
  168 | NOTE_ON_56    |   22.73% |       109079 | Ġfront     | 22.73% |         23
  169 | NOTE_OFF_56   |   23.30% |       109079 | inate      | 23.30% |         22
  170 | NOTE_ON_75    |   23.86% |       108413 | Ġsubp      | 23.86% |         22
  171 | NOTE_OFF_75   |   24.43% |       108413 | Ġsampling  | 24.43% |         21
  172 | NOTE_ON_77    |   25.00% |       107537 | ĠGroup     | 25.00% |         20
  173 | NOTE_OFF_77   |   25.57% |       107537 | Ġreceive   | 25.57% |         20
  174 | NOTE_ON_53    |   26.14% |       104722 | ĠIm        | 26.14% |         19
  175 | NOTE_OFF_53   |   26.70% |       104722 | ually      | 26.70% |         18
  176 | NOTE_ON_79    |   27.27% |        98942 | Ġstreams   | 27.27% |         18
  177 | NOTE_OFF_79   |   27.84% |        98942 | LD         | 27.84% |         17
  178 | NOTE_ON_50    |   28.41% |        92426 | avor       | 28.41% |         17
  179 | NOTE_OFF_50   |   28.98% |        92426 | efined     | 28.98% |         16
  180 | NOTE_ON_52    |   29.55% |        90956 | Ġjoined    | 29.55% |         16
  181 | NOTE_OFF_52   |   30.11% |        90956 | *)         | 30.12% |         15
  182 | NOTE_ON_54    |   30.68% |        84631 | Authent    | 30.68% |         15
  183 | NOTE_OFF_54   |   31.25% |        84631 | Ġexec      | 31.25% |         14
  184 | NOTE_ON_78    |   31.82% |        82586 | Ġshutdown  | 31.82% |         14
  185 | NOTE_OFF_78   |   32.39% |        82586 | Split      | 32.39% |         13
  186 | NOTE_ON_51    |   32.95% |        81361 | ision      | 32.95% |         13
  187 | NOTE_OFF_51   |   33.52% |        81361 | Ġconversions | 33.52% |         13
  188 | NOTE_ON_81    |   34.09% |        80789 | more       | 34.09% |         12
  189 | NOTE_OFF_81   |   34.66% |        80789 | Ġforecasts | 34.66% |         12
  190 | NOTE_ON_48    |   35.23% |        80623 | Null       | 35.23% |         11
  191 | NOTE_OFF_48   |   35.80% |        80623 | Ġtracking  | 35.80% |         11
  192 | NOTE_ON_80    |   36.36% |        79080 | ĠParam     | 36.37% |         11
  193 | NOTE_OFF_80   |   36.93% |        79080 | shaw       | 36.93% |         11
  194 | NOTE_ON_82    |   37.50% |        65820 | Pool       | 37.50% |         10
  195 | NOTE_OFF_82   |   38.07% |        65820 | Ġroutine   | 38.07% |         10
  196 | NOTE_ON_49    |   38.64% |        63822 | Ġcoord     | 38.64% |         10
  197 | NOTE_OFF_49   |   39.20% |        63822 | Events     | 39.20% |          9
  198 | NOTE_ON_84    |   39.77% |        60671 | ALT        | 39.77% |          9
  199 | NOTE_OFF_84   |   40.34% |        60671 | Ġ2017      | 40.34% |          9
  200 | NOTE_ON_45    |   40.91% |        59781 | material   | 40.91% |          9
  201 | NOTE_OFF_45   |   41.48% |        59781 | \\\\       | 41.48% |          8
  202 | NOTE_ON_83    |   42.05% |        58651 | ĠAsset     | 42.04% |          8
  203 | NOTE_OFF_83   |   42.61% |        58651 | iated      | 42.61% |          8
  204 | NOTE_ON_46    |   43.18% |        57611 | Ġdet       | 43.18% |          8
  205 | NOTE_OFF_46   |   43.75% |        57611 | ths        | 43.75% |          8
  206 | NOTE_ON_47    |   44.32% |        56740 | Sort       | 44.32% |          7
  207 | NOTE_OFF_47   |   44.89% |        56740 | Ġdc        | 44.89% |          7
  208 | NOTE_ON_43    |   45.45% |        54980 | night      | 45.46% |          7
  209 | NOTE_OFF_43   |   46.02% |        54980 | perties    | 46.02% |          7
  210 | NOTE_ON_86    |   46.59% |        49666 | estone     | 46.59% |          7
  211 | NOTE_OFF_86   |   47.16% |        49666 | Di         | 47.16% |          6
  212 | NOTE_ON_44    |   47.73% |        49438 | ocity      | 47.73% |          6
  213 | NOTE_OFF_44   |   48.30% |        49438 | Such       | 48.29% |          6
  214 | NOTE_ON_85    |   48.86% |        47421 | Ġaligned   | 48.86% |          6
  215 | NOTE_OFF_85   |   49.43% |        47421 | Ġdoi       | 49.43% |          6
  216 | NOTE_ON_41    |   50.00% |        42115 | Ġ02        | 50.00% |          6
  217 | NOTE_OFF_41   |   50.57% |        42115 | ster       | 50.57% |          5
  218 | NOTE_ON_87    |   51.14% |        42012 | Runtime    | 51.14% |          5
  219 | NOTE_OFF_87   |   51.70% |        42012 | Ġsometimes | 51.71% |          5
  220 | NOTE_ON_88    |   52.27% |        38677 | Bre        | 52.27% |          5
  221 | NOTE_OFF_88   |   52.84% |        38677 | ĠAmount    | 52.84% |          5
  222 | NOTE_ON_42    |   53.41% |        34174 | ĠTER       | 53.41% |          5
  223 | NOTE_OFF_42   |   53.98% |        34174 | oit        | 53.98% |          5
  224 | NOTE_ON_89    |   54.55% |        33893 | dB         | 54.54% |          5
  225 | NOTE_OFF_89   |   55.11% |        33893 | ATURES     | 55.11% |          5
  226 | NOTE_ON_40    |   55.68% |        33516 | Ġcamel     | 55.68% |          4
  227 | NOTE_OFF_40   |   56.25% |        33516 | ĠMut       | 56.25% |          4
  228 | NOTE_ON_36    |   56.82% |        30616 | Ġpicked    | 56.82% |          4
  229 | NOTE_OFF_36   |   57.39% |        30616 | clock      | 57.39% |          4
  230 | NOTE_ON_39    |   57.95% |        30324 | ĠFix       | 57.96% |          4
  231 | NOTE_OFF_39   |   58.52% |        30324 | Ġconfirmed | 58.52% |          4
  232 | NOTE_ON_38    |   59.09% |        29290 | idated     | 59.09% |          4
  233 | NOTE_OFF_38   |   59.66% |        29290 | Ġdecl      | 59.66% |          4
  234 | NOTE_ON_91    |   60.23% |        25666 | Ġslightly  | 60.23% |          4
  235 | NOTE_OFF_91   |   60.80% |        25666 | Ġtraditional | 60.80% |          3
  236 | NOTE_ON_90    |   61.36% |        25490 | effects    | 61.36% |          3
  237 | NOTE_OFF_90   |   61.93% |        25490 | rolling    | 61.93% |          3
  238 | NOTE_ON_37    |   62.50% |        24974 | Ġelevation | 62.50% |          3
  239 | NOTE_OFF_37   |   63.07% |        24974 | Ġeffectively | 63.07% |          3
  240 | NOTE_ON_92    |   63.64% |        22391 | omm        | 63.63% |          3
  241 | NOTE_OFF_92   |   64.20% |        22391 | Repeat     | 64.20% |          3
  242 | NOTE_ON_33    |   64.77% |        20509 | Ġcrit      | 64.77% |          3
  243 | NOTE_OFF_33   |   65.34% |        20509 | ++         | 65.34% |          3
  244 | NOTE_ON_93    |   65.91% |        19149 | Ġfriends   | 65.91% |          3
  245 | NOTE_OFF_93   |   66.48% |        19149 | Ġradiation | 66.48% |          3
  246 | NOTE_ON_35    |   67.05% |        18470 | Ġmeg       | 67.05% |          3
  247 | NOTE_OFF_35   |   67.61% |        18470 | Ġsaying    | 67.61% |          3
  248 | NOTE_ON_34    |   68.18% |        18426 | Theme      | 68.18% |          2
  249 | NOTE_OFF_34   |   68.75% |        18426 | Looking    | 68.75% |          2
  250 | NOTE_ON_94    |   69.32% |        17062 | 0010       | 69.32% |          2
  251 | NOTE_OFF_94   |   69.89% |        17062 | Ġtermin    | 69.88% |          2
  252 | NOTE_ON_32    |   70.45% |        14373 | Ġexce      | 70.45% |          2
  253 | NOTE_OFF_32   |   71.02% |        14373 | ĠMix       | 71.02% |          2
  254 | NOTE_ON_31    |   71.59% |        12965 | ĠPubMed    | 71.59% |          2
  255 | NOTE_OFF_31   |   72.16% |        12965 | Ġclassic   | 72.16% |          2
