Token Mapping Log for neulab_codebert-javascript
Total BERT Tokens: 9001
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  174 | NOTE_ON_53    |   26.14% |       104722 | ERROR      | 26.14% |         12
  175 | NOTE_OFF_53   |   26.70% |       104722 | irect      | 26.71% |         11
  176 | NOTE_ON_79    |   27.27% |        98942 | before     | 27.27% |         11
  177 | NOTE_OFF_79   |   27.84% |        98942 | pid        | 27.84% |         11
  178 | NOTE_ON_50    |   28.41% |        92426 | Ġboth      | 28.41% |         11
  179 | NOTE_OFF_50   |   28.98% |        92426 | roups      | 28.97% |         10
  180 | NOTE_ON_52    |   29.55% |        90956 | apes       | 29.54% |         10
  181 | NOTE_OFF_52   |   30.11% |        90956 | Ġpresent   | 30.12% |         10
  182 | NOTE_ON_54    |   30.68% |        84631 | oa         | 30.69% |          9
  183 | NOTE_OFF_54   |   31.25% |        84631 | ĠN         | 31.25% |          9
  184 | NOTE_ON_78    |   31.82% |        82586 | Ġfire      | 31.82% |          9
  185 | NOTE_OFF_78   |   32.39% |        82586 | Ġdate      | 32.39% |          9
  186 | NOTE_ON_51    |   32.95% |        81361 | åī         | 32.95% |          8
  187 | NOTE_OFF_51   |   33.52% |        81361 | 15         | 33.52% |          8
  188 | NOTE_ON_81    |   34.09% |        80789 | ĠOPT       | 34.10% |          8
  189 | NOTE_OFF_81   |   34.66% |        80789 | GL         | 34.66% |          8
  190 | NOTE_ON_48    |   35.23% |        80623 | widget     | 35.23% |          8
  191 | NOTE_OFF_48   |   35.80% |        80623 | äº         | 35.80% |          7
  192 | NOTE_ON_80    |   36.36% |        79080 | ĠCreate    | 36.36% |          7
  193 | NOTE_OFF_80   |   36.93% |        79080 | accept     | 36.93% |          7
  194 | NOTE_ON_82    |   37.50% |        65820 | istration  | 37.50% |          7
  195 | NOTE_OFF_82   |   38.07% |        65820 | cision     | 38.07% |          7
  196 | NOTE_ON_49    |   38.64% |        63822 | Thread     | 38.64% |          7
  197 | NOTE_OFF_49   |   39.20% |        63822 | uck        | 39.21% |          7
  198 | NOTE_ON_84    |   39.77% |        60671 | wra        | 39.77% |          6
  199 | NOTE_OFF_84   |   40.34% |        60671 | related    | 40.34% |          6
  200 | NOTE_ON_45    |   40.91% |        59781 | Ġexpr      | 40.91% |          6
  201 | NOTE_OFF_45   |   41.48% |        59781 | Ġ60        | 41.47% |          6
  202 | NOTE_ON_83    |   42.05% |        58651 | ca         | 42.05% |          6
  203 | NOTE_OFF_83   |   42.61% |        58651 | hest       | 42.62% |          6
  204 | NOTE_ON_46    |   43.18% |        57611 | Ġstarted   | 43.18% |          5
  205 | NOTE_OFF_46   |   43.75% |        57611 | aring      | 43.75% |          5
  206 | NOTE_ON_47    |   44.32% |        56740 | union      | 44.32% |          5
  207 | NOTE_OFF_47   |   44.89% |        56740 | gu         | 44.88% |          5
  208 | NOTE_ON_43    |   45.45% |        54980 | DER        | 45.45% |          5
  209 | NOTE_OFF_43   |   46.02% |        54980 | Ġimages    | 46.03% |          5
  210 | NOTE_ON_86    |   46.59% |        49666 | Ġhandlers  | 46.59% |          5
  211 | NOTE_OFF_86   |   47.16% |        49666 | basic      | 47.16% |          5
  212 | NOTE_ON_44    |   47.73% |        49438 | Second     | 47.73% |          4
  213 | NOTE_OFF_44   |   48.30% |        49438 | Ġsubt      | 48.29% |          4
  214 | NOTE_ON_85    |   48.86% |        47421 | orts       | 48.86% |          4
  215 | NOTE_OFF_85   |   49.43% |        47421 | ĠPost      | 49.43% |          4
  216 | NOTE_ON_41    |   50.00% |        42115 | fully      | 50.01% |          4
  217 | NOTE_OFF_41   |   50.57% |        42115 | ĠThese     | 50.57% |          4
  218 | NOTE_ON_87    |   51.14% |        42012 | Secure     | 51.14% |          4
  219 | NOTE_OFF_87   |   51.70% |        42012 | ĠForest    | 51.71% |          4
  220 | NOTE_ON_88    |   52.27% |        38677 | female     | 52.27% |          4
  221 | NOTE_OFF_88   |   52.84% |        38677 | relation   | 52.84% |          4
  222 | NOTE_ON_42    |   53.41% |        34174 | Ġextended  | 53.41% |          3
  223 | NOTE_OFF_42   |   53.98% |        34174 | alert      | 53.97% |          3
  224 | NOTE_ON_89    |   54.55% |        33893 | Ġunless    | 54.55% |          3
  225 | NOTE_OFF_89   |   55.11% |        33893 | Ġcompile   | 55.12% |          3
  226 | NOTE_ON_40    |   55.68% |        33516 | Lab        | 55.68% |          3
  227 | NOTE_OFF_40   |   56.25% |        33516 | ĠColor     | 56.25% |          3
  228 | NOTE_ON_36    |   56.82% |        30616 | training   | 56.82% |          3
  229 | NOTE_OFF_36   |   57.39% |        30616 | ME         | 57.38% |          3
  230 | NOTE_ON_39    |   57.95% |        30324 | Ġsummary   | 57.95% |          3
  231 | NOTE_OFF_39   |   58.52% |        30324 | evaluate   | 58.53% |          3
  232 | NOTE_ON_38    |   59.09% |        29290 | ĠMiddle    | 59.09% |          3
  233 | NOTE_OFF_38   |   59.66% |        29290 | cap        | 59.66% |          3
  234 | NOTE_ON_91    |   60.23% |        25666 | ĠMOR       | 60.23% |          3
  235 | NOTE_OFF_91   |   60.80% |        25666 | Alias      | 60.79% |          3
  236 | NOTE_ON_90    |   61.36% |        25490 | Ġbigger    | 61.36% |          3
  237 | NOTE_OFF_90   |   61.93% |        25490 | Ġ(%        | 61.93% |          2
  238 | NOTE_ON_37    |   62.50% |        24974 | Le         | 62.50% |          2
  239 | NOTE_OFF_37   |   63.07% |        24974 | Ġconsidered | 63.07% |          2
  240 | NOTE_ON_92    |   63.64% |        22391 | Ġhigher    | 63.64% |          2
  241 | NOTE_OFF_92   |   64.20% |        22391 | below      | 64.20% |          2
  242 | NOTE_ON_33    |   64.77% |        20509 | 202        | 64.77% |          2
  243 | NOTE_OFF_33   |   65.34% |        20509 | Ġgrab      | 65.34% |          2
  244 | NOTE_ON_93    |   65.91% |        19149 | foreign    | 65.90% |          2
  245 | NOTE_OFF_93   |   66.48% |        19149 | Ġsizes     | 66.48% |          2
  246 | NOTE_ON_35    |   67.05% |        18470 | ped        | 67.05% |          2
  247 | NOTE_OFF_35   |   67.61% |        18470 | IS         | 67.61% |          2
  248 | NOTE_ON_34    |   68.18% |        18426 | Ġoptimize  | 68.18% |          2
  249 | NOTE_OFF_34   |   68.75% |        18426 | Ġfinish    | 68.75% |          2
  250 | NOTE_ON_94    |   69.32% |        17062 | Ġcaption   | 69.31% |          2
  251 | NOTE_OFF_94   |   69.89% |        17062 | esting     | 69.88% |          2
  252 | NOTE_ON_32    |   70.45% |        14373 | Ġns        | 70.46% |          2
  253 | NOTE_OFF_32   |   71.02% |        14373 | BOX        | 71.03% |          2
  254 | NOTE_ON_31    |   71.59% |        12965 | ĠHand      | 71.59% |          2
  255 | NOTE_OFF_31   |   72.16% |        12965 | Ent        | 72.16% |          2
