Token Mapping Log for neulab_codebert-c
Total BERT Tokens: 10873
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  200 | NOTE_ON_45    |   40.91% |        59781 | okes       | 40.91% |          6
  201 | NOTE_OFF_45   |   41.48% |        59781 | ĠForce     | 41.48% |          6
  202 | NOTE_ON_83    |   42.05% |        58651 | Normal     | 42.05% |          6
  203 | NOTE_OFF_83   |   42.61% |        58651 | fb         | 42.61% |          6
  204 | NOTE_ON_46    |   43.18% |        57611 | ĠIgnore    | 43.18% |          6
  205 | NOTE_OFF_46   |   43.75% |        57611 | Ġrewrite   | 43.75% |          6
  206 | NOTE_ON_47    |   44.32% |        56740 | runs       | 44.32% |          6
  207 | NOTE_OFF_47   |   44.89% |        56740 | testing    | 44.88% |          5
  208 | NOTE_ON_43    |   45.45% |        54980 | seen       | 45.45% |          5
  209 | NOTE_OFF_43   |   46.02% |        54980 | ĠEach      | 46.02% |          5
  210 | NOTE_ON_86    |   46.59% |        49666 | Ġfr        | 46.59% |          5
  211 | NOTE_OFF_86   |   47.16% |        49666 | Ġsw        | 47.16% |          5
  212 | NOTE_ON_44    |   47.73% |        49438 | rh         | 47.72% |          5
  213 | NOTE_OFF_44   |   48.30% |        49438 | Ġratio     | 48.29% |          5
  214 | NOTE_ON_85    |   48.86% |        47421 | Ġlatitude  | 48.86% |          5
  215 | NOTE_OFF_85   |   49.43% |        47421 | ĠWriter    | 49.43% |          4
  216 | NOTE_ON_41    |   50.00% |        42115 | Ġlegacy    | 50.00% |          4
  217 | NOTE_OFF_41   |   50.57% |        42115 | hem        | 50.57% |          4
  218 | NOTE_ON_87    |   51.14% |        42012 | Ġsim       | 51.14% |          4
  219 | NOTE_OFF_87   |   51.70% |        42012 | ĠEm        | 51.71% |          4
  220 | NOTE_ON_88    |   52.27% |        38677 | prep       | 52.28% |          4
  221 | NOTE_OFF_88   |   52.84% |        38677 | Ġsubject   | 52.84% |          4
  222 | NOTE_ON_42    |   53.41% |        34174 | SM         | 53.41% |          4
  223 | NOTE_OFF_42   |   53.98% |        34174 | Mods       | 53.98% |          4
  224 | NOTE_ON_89    |   54.55% |        33893 | Ġverification | 54.55% |          4
  225 | NOTE_OFF_89   |   55.11% |        33893 | Question   | 55.12% |          4
  226 | NOTE_ON_40    |   55.68% |        33516 | Ġ10000     | 55.68% |          3
  227 | NOTE_OFF_40   |   56.25% |        33516 | ĠCan       | 56.25% |          3
  228 | NOTE_ON_36    |   56.82% |        30616 | =>         | 56.82% |          3
  229 | NOTE_OFF_36   |   57.39% |        30616 | Shield     | 57.39% |          3
  230 | NOTE_ON_39    |   57.95% |        30324 | Ġindividual | 57.95% |          3
  231 | NOTE_OFF_39   |   58.52% |        30324 | Ġserve     | 58.52% |          3
  232 | NOTE_ON_38    |   59.09% |        29290 | ĠAcc       | 59.09% |          3
  233 | NOTE_OFF_38   |   59.66% |        29290 | asts       | 59.66% |          3
  234 | NOTE_ON_91    |   60.23% |        25666 | ĠProvision | 60.23% |          3
  235 | NOTE_OFF_91   |   60.80% |        25666 | Ġ(<        | 60.79% |          3
  236 | NOTE_ON_90    |   61.36% |        25490 | Ġauthoritative | 61.36% |          3
  237 | NOTE_OFF_90   |   61.93% |        25490 | TIME       | 61.93% |          3
  238 | NOTE_ON_37    |   62.50% |        24974 | Ġtriggered | 62.50% |          3
  239 | NOTE_OFF_37   |   63.07% |        24974 | Ġrestore   | 63.06% |          3
  240 | NOTE_ON_92    |   63.64% |        22391 | Ġposting   | 63.63% |          2
  241 | NOTE_OFF_92   |   64.20% |        22391 | 230        | 64.20% |          2
  242 | NOTE_ON_33    |   64.77% |        20509 | gif        | 64.78% |          2
  243 | NOTE_OFF_33   |   65.34% |        20509 | oi         | 65.35% |          2
  244 | NOTE_ON_93    |   65.91% |        19149 | ĠSupported | 65.91% |          2
  245 | NOTE_OFF_93   |   66.48% |        19149 | reverse    | 66.48% |          2
  246 | NOTE_ON_35    |   67.05% |        18470 | Ġsurface   | 67.05% |          2
  247 | NOTE_OFF_35   |   67.61% |        18470 | ¿          | 67.62% |          2
  248 | NOTE_ON_34    |   68.18% |        18426 | Ġplatform  | 68.18% |          2
  249 | NOTE_OFF_34   |   68.75% |        18426 | Ġcollector | 68.75% |          2
  250 | NOTE_ON_94    |   69.32% |        17062 | Ġmounts    | 69.32% |          2
  251 | NOTE_OFF_94   |   69.89% |        17062 | Ġcheckpoints | 69.89% |          2
  252 | NOTE_ON_32    |   70.45% |        14373 | .-         | 70.46% |          2
  253 | NOTE_OFF_32   |   71.02% |        14373 | rollers    | 71.02% |          2
  254 | NOTE_ON_31    |   71.59% |        12965 | Ġtakes     | 71.59% |          2
  255 | NOTE_OFF_31   |   72.16% |        12965 | FOR        | 72.16% |          2
