Token Mapping Log for neuralmind_bert-base-portuguese-cased
Total BERT Tokens: 21681
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  154 | NOTE_ON_55    |   14.77% |       124397 | Palácio    | 14.77% |        267
  155 | NOTE_OFF_55   |   15.34% |       124397 | from       | 15.34% |        258
  156 | NOTE_ON_61    |   15.91% |       122697 | ##RI       | 15.91% |        251
  157 | NOTE_OFF_61   |   16.48% |       122697 | Mary       | 16.48% |        243
  158 | NOTE_ON_71    |   17.05% |       116588 | saída      | 17.05% |        236
  159 | NOTE_OFF_71   |   17.61% |       116588 | Produ      | 17.61% |        227
  160 | NOTE_ON_66    |   18.18% |       116410 | bat        | 18.18% |        220
  161 | NOTE_OFF_66   |   18.75% |       116410 | secretário | 18.75% |        213
  162 | NOTE_ON_59    |   19.32% |       114567 | Nenhum     | 19.32% |        207
  163 | NOTE_OFF_59   |   19.89% |       114567 | gás        | 19.89% |        200
  164 | NOTE_ON_73    |   20.45% |       113463 | afeta      | 20.46% |        195
  165 | NOTE_OFF_73   |   21.02% |       113463 | potencial  | 21.02% |        189
  166 | NOTE_ON_76    |   21.59% |       109753 | ala        | 21.59% |        184
  167 | NOTE_OFF_76   |   22.16% |       109753 | ##ólogos   | 22.16% |        180
  168 | NOTE_ON_56    |   22.73% |       109079 | software   | 22.72% |        175
  169 | NOTE_OFF_56   |   23.30% |       109079 | Canção     | 23.30% |        172
  170 | NOTE_ON_75    |   23.86% |       108413 | tradicionais | 23.86% |        168
  171 | NOTE_OFF_75   |   24.43% |       108413 | Turquia    | 24.43% |        164
  172 | NOTE_ON_77    |   25.00% |       107537 | pista      | 25.00% |        161
  173 | NOTE_OFF_77   |   25.57% |       107537 | mesmos     | 25.57% |        157
  174 | NOTE_ON_53    |   26.14% |       104722 | aqu        | 26.14% |        153
  175 | NOTE_OFF_53   |   26.70% |       104722 | ##rb       | 26.71% |        150
  176 | NOTE_ON_79    |   27.27% |        98942 | mix        | 27.27% |        146
  177 | NOTE_OFF_79   |   27.84% |        98942 | casar      | 27.84% |        143
  178 | NOTE_ON_50    |   28.41% |        92426 | reduzir    | 28.41% |        140
  179 | NOTE_OFF_50   |   28.98% |        92426 | olímpica   | 28.98% |        138
  180 | NOTE_ON_52    |   29.55% |        90956 | filhas     | 29.55% |        134
  181 | NOTE_OFF_52   |   30.11% |        90956 | Douglas    | 30.11% |        132
  182 | NOTE_ON_54    |   30.68% |        84631 | emp        | 30.68% |        129
  183 | NOTE_OFF_54   |   31.25% |        84631 | autonomia  | 31.25% |        127
  184 | NOTE_ON_78    |   31.82% |        82586 | ##pera     | 31.82% |        124
  185 | NOTE_OFF_78   |   32.39% |        82586 | 144        | 32.39% |        122
  186 | NOTE_ON_51    |   32.95% |        81361 | Freguesia  | 32.96% |        120
  187 | NOTE_OFF_51   |   33.52% |        81361 | arqu       | 33.52% |        118
  188 | NOTE_ON_81    |   34.09% |        80789 | prec       | 34.09% |        116
  189 | NOTE_OFF_81   |   34.66% |        80789 | sucedida   | 34.66% |        114
  190 | NOTE_ON_48    |   35.23% |        80623 | cemitério  | 35.23% |        112
  191 | NOTE_OFF_48   |   35.80% |        80623 | vencedora  | 35.80% |        110
  192 | NOTE_ON_80    |   36.36% |        79080 | ##lig      | 36.36% |        108
  193 | NOTE_OFF_80   |   36.93% |        79080 | Mura       | 36.93% |        107
  194 | NOTE_ON_82    |   37.50% |        65820 | Borgonha   | 37.50% |        105
  195 | NOTE_OFF_82   |   38.07% |        65820 | Toledo     | 38.07% |        103
  196 | NOTE_ON_49    |   38.64% |        63822 | antecessor | 38.64% |        101
  197 | NOTE_OFF_49   |   39.20% |        63822 | Mexic      | 39.20% |         99
  198 | NOTE_ON_84    |   39.77% |        60671 | Cerca      | 39.77% |         98
  199 | NOTE_OFF_84   |   40.34% |        60671 | melhora    | 40.34% |         96
  200 | NOTE_ON_45    |   40.91% |        59781 | Mãe        | 40.91% |         95
  201 | NOTE_OFF_45   |   41.48% |        59781 | vira       | 41.48% |         93
  202 | NOTE_ON_83    |   42.05% |        58651 | Panamá     | 42.05% |         92
  203 | NOTE_OFF_83   |   42.61% |        58651 | Francisca  | 42.61% |         90
  204 | NOTE_ON_46    |   43.18% |        57611 | Antár      | 43.18% |         89
  205 | NOTE_OFF_46   |   43.75% |        57611 | respondeu  | 43.75% |         87
  206 | NOTE_ON_47    |   44.32% |        56740 | les        | 44.32% |         86
  207 | NOTE_OFF_47   |   44.89% |        56740 | Charlie    | 44.89% |         85
  208 | NOTE_ON_43    |   45.45% |        54980 | ##mons     | 45.45% |         83
  209 | NOTE_OFF_43   |   46.02% |        54980 | sar        | 46.02% |         82
  210 | NOTE_ON_86    |   46.59% |        49666 | ##omia     | 46.59% |         81
  211 | NOTE_OFF_86   |   47.16% |        49666 | Joy        | 47.16% |         80
  212 | NOTE_ON_44    |   47.73% |        49438 | gigantes   | 47.73% |         79
  213 | NOTE_OFF_44   |   48.30% |        49438 | Jersey     | 48.30% |         77
  214 | NOTE_ON_85    |   48.86% |        47421 | ##gang     | 48.86% |         76
  215 | NOTE_OFF_85   |   49.43% |        47421 | Sra        | 49.43% |         75
  216 | NOTE_ON_41    |   50.00% |        42115 | participando | 50.00% |         74
  217 | NOTE_OFF_41   |   50.57% |        42115 | Morreu     | 50.57% |         73
  218 | NOTE_ON_87    |   51.14% |        42012 | popul      | 51.14% |         72
  219 | NOTE_OFF_87   |   51.70% |        42012 | mere       | 51.70% |         71
  220 | NOTE_ON_88    |   52.27% |        38677 | sessões    | 52.27% |         70
  221 | NOTE_OFF_88   |   52.84% |        38677 | fede       | 52.84% |         69
  222 | NOTE_ON_42    |   53.41% |        34174 | africanos  | 53.41% |         68
  223 | NOTE_OFF_42   |   53.98% |        34174 | reme       | 53.98% |         67
  224 | NOTE_ON_89    |   54.55% |        33893 | Leandro    | 54.55% |         66
  225 | NOTE_OFF_89   |   55.11% |        33893 | eclo       | 55.11% |         65
  226 | NOTE_ON_40    |   55.68% |        33516 | delim      | 55.68% |         64
  227 | NOTE_OFF_40   |   56.25% |        33516 | Florida    | 56.25% |         63
  228 | NOTE_ON_36    |   56.82% |        30616 | comparado  | 56.82% |         62
  229 | NOTE_OFF_36   |   57.39% |        30616 | violação   | 57.39% |         61
  230 | NOTE_ON_39    |   57.95% |        30324 | ##guaia    | 57.95% |         61
  231 | NOTE_OFF_39   |   58.52% |        30324 | ##landeses | 58.52% |         60
  232 | NOTE_ON_38    |   59.09% |        29290 | apareceram | 59.09% |         59
  233 | NOTE_OFF_38   |   59.66% |        29290 | daqueles   | 59.66% |         58
  234 | NOTE_ON_91    |   60.23% |        25666 | incapaz    | 60.23% |         57
  235 | NOTE_OFF_91   |   60.80% |        25666 | plebe      | 60.80% |         57
  236 | NOTE_ON_90    |   61.36% |        25490 | assalto    | 61.36% |         56
  237 | NOTE_OFF_90   |   61.93% |        25490 | negociar   | 61.93% |         55
  238 | NOTE_ON_37    |   62.50% |        24974 | rebaixamento | 62.50% |         54
  239 | NOTE_OFF_37   |   63.07% |        24974 | qualificação | 63.07% |         53
  240 | NOTE_ON_92    |   63.64% |        22391 | chances    | 63.64% |         53
  241 | NOTE_OFF_92   |   64.20% |        22391 | ##ódromo   | 64.20% |         52
  242 | NOTE_ON_33    |   64.77% |        20509 | afil       | 64.77% |         51
  243 | NOTE_OFF_33   |   65.34% |        20509 | raras      | 65.34% |         50
  244 | NOTE_ON_93    |   65.91% |        19149 | encos      | 65.91% |         49
  245 | NOTE_OFF_93   |   66.48% |        19149 | cobrir     | 66.48% |         49
  246 | NOTE_ON_35    |   67.05% |        18470 | fortific   | 67.04% |         48
  247 | NOTE_OFF_35   |   67.61% |        18470 | ##ternidade | 67.61% |         47
  248 | NOTE_ON_34    |   68.18% |        18426 | ##micas    | 68.18% |         47
  249 | NOTE_OFF_34   |   68.75% |        18426 | Florença   | 68.75% |         46
  250 | NOTE_ON_94    |   69.32% |        17062 | periódicos | 69.32% |         45
  251 | NOTE_OFF_94   |   69.89% |        17062 | ##tinho    | 69.89% |         44
  252 | NOTE_ON_32    |   70.45% |        14373 | bibliotecas | 70.45% |         44
  253 | NOTE_OFF_32   |   71.02% |        14373 | ##issão    | 71.02% |         43
  254 | NOTE_ON_31    |   71.59% |        12965 | adesão     | 71.59% |         42
  255 | NOTE_OFF_31   |   72.16% |        12965 | eliminados | 72.16% |         41
