Token Mapping Log for bert-base-german-cased
Total BERT Tokens: 25672
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  153 | NOTE_OFF_68   |   14.20% |       124762 | versch     | 14.21% |        824
  154 | NOTE_ON_55    |   14.77% |       124397 | Ly         | 14.77% |        794
  155 | NOTE_OFF_55   |   15.34% |       124397 | Teilnahme  | 15.34% |        766
  156 | NOTE_ON_61    |   15.91% |       122697 | Sir        | 15.91% |        741
  157 | NOTE_OFF_61   |   16.48% |       122697 | Fahrzeug   | 16.48% |        715
  158 | NOTE_ON_71    |   17.05% |       116588 | Pers       | 17.05% |        695
  159 | NOTE_OFF_71   |   17.61% |       116588 | Interesse  | 17.61% |        674
  160 | NOTE_ON_66    |   18.18% |       116410 | ehe        | 18.18% |        654
  161 | NOTE_OFF_66   |   18.75% |       116410 | Ot         | 18.75% |        631
  162 | NOTE_ON_59    |   19.32% |       114567 | ##version  | 19.32% |        614
  163 | NOTE_OFF_59   |   19.89% |       114567 | Hir        | 19.89% |        597
  164 | NOTE_ON_73    |   20.45% |       113463 | unmittelbar | 20.45% |        581
  165 | NOTE_OFF_73   |   21.02% |       113463 | Flucht     | 21.02% |        564
  166 | NOTE_ON_76    |   21.59% |       109753 | 136        | 21.59% |        550
  167 | NOTE_OFF_76   |   22.16% |       109753 | ##handlung | 22.16% |        537
  168 | NOTE_ON_56    |   22.73% |       109079 | ##ingenieur | 22.73% |        524
  169 | NOTE_OFF_56   |   23.30% |       109079 | Court      | 23.29% |        512
  170 | NOTE_ON_75    |   23.86% |       108413 | Ernest     | 23.86% |        500
  171 | NOTE_OFF_75   |   24.43% |       108413 | ober       | 24.43% |        489
  172 | NOTE_ON_77    |   25.00% |       107537 | ##fern     | 25.00% |        478
  173 | NOTE_OFF_77   |   25.57% |       107537 | Wilhelms   | 25.57% |        467
  174 | NOTE_ON_53    |   26.14% |       104722 | Abtei      | 26.14% |        457
  175 | NOTE_OFF_53   |   26.70% |       104722 | Grünen     | 26.71% |        447
  176 | NOTE_ON_79    |   27.27% |        98942 | ##gestellt | 27.27% |        437
  177 | NOTE_OFF_79   |   27.84% |        98942 | Führungs   | 27.84% |        428
  178 | NOTE_ON_50    |   28.41% |        92426 | gefertigt  | 28.41% |        419
  179 | NOTE_OFF_50   |   28.98% |        92426 | Analyse    | 28.98% |        410
  180 | NOTE_ON_52    |   29.55% |        90956 | ##nov      | 29.55% |        400
  181 | NOTE_OFF_52   |   30.11% |        90956 | könnten    | 30.11% |        391
  182 | NOTE_ON_54    |   30.68% |        84631 | ##aud      | 30.68% |        383
  183 | NOTE_OFF_54   |   31.25% |        84631 | Lewis      | 31.25% |        375
  184 | NOTE_ON_78    |   31.82% |        82586 | Mitglieds  | 31.82% |        367
  185 | NOTE_OFF_78   |   32.39% |        82586 | Alice      | 32.39% |        360
  186 | NOTE_ON_51    |   32.95% |        81361 | Austria    | 32.95% |        353
  187 | NOTE_OFF_51   |   33.52% |        81361 | ##darsteller | 33.52% |        346
  188 | NOTE_ON_81    |   34.09% |        80789 | DM         | 34.09% |        339
  189 | NOTE_OFF_81   |   34.66% |        80789 | Jersey     | 34.66% |        334
  190 | NOTE_ON_48    |   35.23% |        80623 | ##iar      | 35.23% |        328
  191 | NOTE_OFF_48   |   35.80% |        80623 | übert      | 35.79% |        322
  192 | NOTE_ON_80    |   36.36% |        79080 | Bergwerk   | 36.36% |        316
  193 | NOTE_OFF_80   |   36.93% |        79080 | kn         | 36.93% |        309
  194 | NOTE_ON_82    |   37.50% |        65820 | Flugzeuge  | 37.50% |        303
  195 | NOTE_OFF_82   |   38.07% |        65820 | gaben      | 38.07% |        298
  196 | NOTE_ON_49    |   38.64% |        63822 | Dil        | 38.64% |        292
  197 | NOTE_OFF_49   |   39.20% |        63822 | Dreharbeiten | 39.21% |        286
  198 | NOTE_ON_84    |   39.77% |        60671 | ##erische  | 39.77% |        281
  199 | NOTE_OFF_84   |   40.34% |        60671 | Vorläufer  | 40.34% |        275
  200 | NOTE_ON_45    |   40.91% |        59781 | ##igh      | 40.91% |        270
  201 | NOTE_OFF_45   |   41.48% |        59781 | Endspiel   | 41.48% |        265
  202 | NOTE_ON_83    |   42.05% |        58651 | ##hab      | 42.05% |        260
  203 | NOTE_OFF_83   |   42.61% |        58651 | stillgelegt | 42.61% |        256
  204 | NOTE_ON_46    |   43.18% |        57611 | Queens     | 43.18% |        252
  205 | NOTE_OFF_46   |   43.75% |        57611 | Vision     | 43.75% |        247
  206 | NOTE_ON_47    |   44.32% |        56740 | ##aß       | 44.32% |        243
  207 | NOTE_OFF_47   |   44.89% |        56740 | schlossen  | 44.89% |        239
  208 | NOTE_ON_43    |   45.45% |        54980 | Unterrichts | 45.45% |        235
  209 | NOTE_OFF_43   |   46.02% |        54980 | ähnelt     | 46.02% |        231
  210 | NOTE_ON_86    |   46.59% |        49666 | Pferd      | 46.59% |        228
  211 | NOTE_OFF_86   |   47.16% |        49666 | Server     | 47.16% |        224
  212 | NOTE_ON_44    |   47.73% |        49438 | ol         | 47.73% |        220
  213 | NOTE_OFF_44   |   48.30% |        49438 | ##gium     | 48.29% |        216
  214 | NOTE_ON_85    |   48.86% |        47421 | ##modelle  | 48.86% |        212
  215 | NOTE_OFF_85   |   49.43% |        47421 | LA         | 49.43% |        209
  216 | NOTE_ON_41    |   50.00% |        42115 | Schwerpunkte | 50.00% |        205
  217 | NOTE_OFF_41   |   50.57% |        42115 | 330        | 50.57% |        201
  218 | NOTE_ON_87    |   51.14% |        42012 | ##verkauf  | 51.14% |        198
  219 | NOTE_OFF_87   |   51.70% |        42012 | Dörfern    | 51.71% |        195
  220 | NOTE_ON_88    |   52.27% |        38677 | liter      | 52.27% |        192
  221 | NOTE_OFF_88   |   52.84% |        38677 | ##ölbe     | 52.84% |        188
  222 | NOTE_ON_42    |   53.41% |        34174 | ##gesetze  | 53.41% |        185
  223 | NOTE_OFF_42   |   53.98% |        34174 | Ori        | 53.98% |        182
  224 | NOTE_ON_89    |   54.55% |        33893 | Huss       | 54.55% |        179
  225 | NOTE_OFF_89   |   55.11% |        33893 | Benennung  | 55.11% |        176
  226 | NOTE_ON_40    |   55.68% |        33516 | Tem        | 55.68% |        172
  227 | NOTE_OFF_40   |   56.25% |        33516 | islamischen | 56.25% |        169
  228 | NOTE_ON_36    |   56.82% |        30616 | ##brach    | 56.82% |        166
  229 | NOTE_OFF_36   |   57.39% |        30616 | aufgelistet | 57.39% |        163
  230 | NOTE_ON_39    |   57.95% |        30324 | dynam      | 57.95% |        161
  231 | NOTE_OFF_39   |   58.52% |        30324 | Kär        | 58.52% |        158
  232 | NOTE_ON_38    |   59.09% |        29290 | röt        | 59.09% |        155
  233 | NOTE_OFF_38   |   59.66% |        29290 | ##quenz    | 59.66% |        152
  234 | NOTE_ON_91    |   60.23% |        25666 | gestiegen  | 60.23% |        149
  235 | NOTE_OFF_91   |   60.80% |        25666 | ##gebäuden | 60.79% |        147
  236 | NOTE_ON_90    |   61.36% |        25490 | Libyen     | 61.36% |        144
  237 | NOTE_OFF_90   |   61.93% |        25490 | ##masse    | 61.93% |        141
  238 | NOTE_ON_37    |   62.50% |        24974 | grav       | 62.50% |        138
  239 | NOTE_OFF_37   |   63.07% |        24974 | ##städten  | 63.07% |        136
  240 | NOTE_ON_92    |   63.64% |        22391 | ##ladung   | 63.64% |        133
  241 | NOTE_OFF_92   |   64.20% |        22391 | Vort       | 64.21% |        130
  242 | NOTE_ON_33    |   64.77% |        20509 | schmal     | 64.77% |        128
  243 | NOTE_OFF_33   |   65.34% |        20509 | 189        | 65.34% |        126
  244 | NOTE_ON_93    |   65.91% |        19149 | ##feldern  | 65.91% |        123
  245 | NOTE_OFF_93   |   66.48% |        19149 | erhoff     | 66.48% |        120
  246 | NOTE_ON_35    |   67.05% |        18470 | qualit     | 67.05% |        118
  247 | NOTE_OFF_35   |   67.61% |        18470 | gewordenen | 67.61% |        115
  248 | NOTE_ON_34    |   68.18% |        18426 | wiederholen | 68.18% |        113
  249 | NOTE_OFF_34   |   68.75% |        18426 | ##stärk    | 68.75% |        110
  250 | NOTE_ON_94    |   69.32% |        17062 | Chel       | 69.32% |        108
  251 | NOTE_OFF_94   |   69.89% |        17062 | Lieblings  | 69.89% |        105
  252 | NOTE_ON_32    |   70.45% |        14373 | ##ierendes | 70.45% |        103
  253 | NOTE_OFF_32   |   71.02% |        14373 | intellekt  | 71.02% |        100
  254 | NOTE_ON_31    |   71.59% |        12965 | nachfolgende | 71.59% |         98
  255 | NOTE_OFF_31   |   72.16% |        12965 | Erfolgen   | 72.16% |         95
