Token Mapping Log for microsoft_codebert-base-mlm
Total BERT Tokens: 23191
Total Maestro Tokens: 176

Mapping for indices 128-255:

Index | Maestro Token | Maestro % | Maestro Count | BERT Token | BERT % | BERT Count
  185 | NOTE_OFF_78   |   32.39% |        82586 | ned        | 32.39% |         27
  186 | NOTE_ON_51    |   32.95% |        81361 | ersion     | 32.95% |         26
  187 | NOTE_OFF_51   |   33.52% |        81361 | Ġcompiled  | 33.52% |         25
  188 | NOTE_ON_81    |   34.09% |        80789 | Cast       | 34.09% |         24
  189 | NOTE_OFF_81   |   34.66% |        80789 | Ġsimulation | 34.66% |         23
  190 | NOTE_ON_48    |   35.23% |        80623 | weet       | 35.23% |         22
  191 | NOTE_OFF_48   |   35.80% |        80623 | Ġcamel     | 35.79% |         22
  192 | NOTE_ON_80    |   36.36% |        79080 | ĠSmart     | 36.36% |         21
  193 | NOTE_OFF_80   |   36.93% |        79080 | ĠPerform   | 36.93% |         20
  194 | NOTE_ON_82    |   37.50% |        65820 | Ġsurface   | 37.50% |         20
  195 | NOTE_OFF_82   |   38.07% |        65820 | Ġplural    | 38.07% |         19
  196 | NOTE_ON_49    |   38.64% |        63822 | stars      | 38.64% |         18
  197 | NOTE_OFF_49   |   39.20% |        63822 | arest      | 39.20% |         18
  198 | NOTE_ON_84    |   39.77% |        60671 | ĠPi        | 39.77% |         17
  199 | NOTE_OFF_84   |   40.34% |        60671 | Motion     | 40.34% |         17
  200 | NOTE_ON_45    |   40.91% |        59781 | ĠEngine    | 40.91% |         16
  201 | NOTE_OFF_45   |   41.48% |        59781 | ounce      | 41.48% |         15
  202 | NOTE_ON_83    |   42.05% |        58651 | Ġreports   | 42.05% |         15
  203 | NOTE_OFF_83   |   42.61% |        58651 | ĠManagement | 42.62% |         14
  204 | NOTE_ON_46    |   43.18% |        57611 | addon      | 43.18% |         14
  205 | NOTE_OFF_46   |   43.75% |        57611 | Ġly        | 43.75% |         14
  206 | NOTE_ON_47    |   44.32% |        56740 | commun     | 44.32% |         13
  207 | NOTE_OFF_47   |   44.89% |        56740 | natural    | 44.89% |         13
  208 | NOTE_ON_43    |   45.45% |        54980 | significant | 45.45% |         12
  209 | NOTE_OFF_43   |   46.02% |        54980 | Ġdenomin   | 46.02% |         12
  210 | NOTE_ON_86    |   46.59% |        49666 | Ġconj      | 46.59% |         12
  211 | NOTE_OFF_86   |   47.16% |        49666 | ĠDoc       | 47.16% |         11
  212 | NOTE_ON_44    |   47.73% |        49438 | inet       | 47.73% |         11
  213 | NOTE_OFF_44   |   48.30% |        49438 | Ġminor     | 48.29% |         10
  214 | NOTE_ON_85    |   48.86% |        47421 | Inside     | 48.86% |         10
  215 | NOTE_OFF_85   |   49.43% |        47421 | 264        | 49.43% |         10
  216 | NOTE_ON_41    |   50.00% |        42115 | OTO        | 50.00% |          9
  217 | NOTE_OFF_41   |   50.57% |        42115 | Ġhyper     | 50.57% |          9
  218 | NOTE_ON_87    |   51.14% |        42012 | ĠNV        | 51.14% |          9
  219 | NOTE_OFF_87   |   51.70% |        42012 | 146        | 51.71% |          9
  220 | NOTE_ON_88    |   52.27% |        38677 | Wind       | 52.27% |          8
  221 | NOTE_OFF_88   |   52.84% |        38677 | TD         | 52.84% |          8
  222 | NOTE_ON_42    |   53.41% |        34174 | Hot        | 53.41% |          8
  223 | NOTE_OFF_42   |   53.98% |        34174 | Ġ)]        | 53.98% |          8
  224 | NOTE_ON_89    |   54.55% |        33893 | Purchase   | 54.55% |          7
  225 | NOTE_OFF_89   |   55.11% |        33893 | aunch      | 55.11% |          7
  226 | NOTE_ON_40    |   55.68% |        33516 | ARI        | 55.68% |          7
  227 | NOTE_OFF_40   |   56.25% |        33516 | ĠGS        | 56.25% |          7
  228 | NOTE_ON_36    |   56.82% |        30616 | ĠAssuming  | 56.82% |          7
  229 | NOTE_OFF_36   |   57.39% |        30616 | ĠFault     | 57.38% |          6
  230 | NOTE_ON_39    |   57.95% |        30324 | ĠPortable  | 57.95% |          6
  231 | NOTE_OFF_39   |   58.52% |        30324 | ĠArticle   | 58.52% |          6
  232 | NOTE_ON_38    |   59.09% |        29290 | 208        | 59.09% |          6
  233 | NOTE_OFF_38   |   59.66% |        29290 | ĠSTAND     | 59.66% |          6
  234 | NOTE_ON_91    |   60.23% |        25666 | Ġhive      | 60.23% |          6
  235 | NOTE_OFF_91   |   60.80% |        25666 | Ġgalleries | 60.80% |          5
  236 | NOTE_ON_90    |   61.36% |        25490 | Ġadvertised | 61.36% |          5
  237 | NOTE_OFF_90   |   61.93% |        25490 | administ   | 61.93% |          5
  238 | NOTE_ON_37    |   62.50% |        24974 | war        | 62.50% |          5
  239 | NOTE_OFF_37   |   63.07% |        24974 | Ġyielded   | 63.07% |          5
  240 | NOTE_ON_92    |   63.64% |        22391 | ĠFurthermore | 63.64% |          5
  241 | NOTE_OFF_92   |   64.20% |        22391 | 1970       | 64.21% |          4
  242 | NOTE_ON_33    |   64.77% |        20509 | zers       | 64.77% |          4
  243 | NOTE_OFF_33   |   65.34% |        20509 | Ġcoordinator | 65.34% |          4
  244 | NOTE_ON_93    |   65.91% |        19149 | Nat        | 65.91% |          4
  245 | NOTE_OFF_93   |   66.48% |        19149 | zag        | 66.48% |          4
  246 | NOTE_ON_35    |   67.05% |        18470 | ":[        | 67.05% |          4
  247 | NOTE_OFF_35   |   67.61% |        18470 | ĠWeather   | 67.61% |          4
  248 | NOTE_ON_34    |   68.18% |        18426 | ĠPacific   | 68.18% |          4
  249 | NOTE_OFF_34   |   68.75% |        18426 | Ġramp      | 68.75% |          4
  250 | NOTE_ON_94    |   69.32% |        17062 | Ġrelational | 69.32% |          3
  251 | NOTE_OFF_94   |   69.89% |        17062 | Ġinstr     | 69.88% |          3
  252 | NOTE_ON_32    |   70.45% |        14373 | Ġvertically | 70.45% |          3
  253 | NOTE_OFF_32   |   71.02% |        14373 | Ġvisitors  | 71.02% |          3
  254 | NOTE_ON_31    |   71.59% |        12965 | fps        | 71.59% |          3
  255 | NOTE_OFF_31   |   72.16% |        12965 | Ġdatabases | 72.16% |          3
